id,create_at,update_at,delete_at,team_id,type,display_name,name,header,purpose,last_post_at,total_msg_count,extra_update_at,creator_id,scheme_id,props,group_constrained,shared,total_msg_count_root,policy_id,last_root_post_at
b9i46uskrj88br53jsz98jh4xy,1666071821377,1666071821377,0,dkhmcuy1rtbe9e413ysj641uqa,O,times_38期生_inagaki_yuya,times_38_inagaki_yuya,"","",1681024629999,2,0,nipwb19567bkiq4xiwhpjuk9se,"",,false,,2,,1681024629999
aytkokc6kb8cmc8i1886fhpceo,1665137161351,1665209015826,0,dkhmcuy1rtbe9e413ysj641uqa,O,times_38期生_ishii_junpei,times-38_ishii_junpei,"",学習継続,1681289848081,86,0,iy1sbis8obrqzx55i4oxq66h3c,"",,false,,81,,1681289848081
1dn9mgonqtdqbpdzuxd47ng7pr,1663485432082,1666092944681,0,dkhmcuy1rtbe9e413ysj641uqa,O,times_38期生_iwasaki_yusuke,times_38_iwasaki_yusuke,"","",1681766744293,37,0,htb3qhddhibzip8uy6ttn6q5sr,"",,false,,37,,1681766744293
ddizcerdh7y6iybuzi5eqggwfe,1664000411712,1664000411712,0,dkhmcuy1rtbe9e413ysj641uqa,O,times_38期生_kaiwa_jun,times_38_kaiwa_jun,"","",1678195603154,76,0,mx7z94ymspdn7n6xzzsd9mq7kw,"",,false,,75,,1678195603154
jypsiapujtdafjyz51oaoo6xqh,1664798957020,1664798957020,0,dkhmcuy1rtbe9e413ysj641uqa,O,times_38期生_kawasaki_yutaro,times_38_kawasaki_yutaro,"","",1681304587147,0,0,3fc814wy87nqtb3oa4ud49ta6y,"",,false,,0,,1681304587147
w8qow71ypigd8ktmsnmn7hf9ho,1666011421893,1667227938195,0,dkhmcuy1rtbe9e413ysj641uqa,O,times_38期生_kitagawa_chihiro,times_38_kitagawa_chihiro,[Notion](https://overjoyed-mass-bd4.notion.site/Notebook-824c39509a5745989d759f62a8258042),"",1681962170973,126,0,tim3o67cwtgftkkudk5y7tuiir,"",,false,,116,,1681962170973
nif1o49qtfby5pj6exab9sieby,1665977181328,1668953537261,0,dkhmcuy1rtbe9e413ysj641uqa,O,times_38期生_kobayashi_masato,times_38_kobayashi_masato,適当に今日の学習内容や備忘録などを垂れ流していきます。,"",1681289868338,50,0,tdmq3jcbm7b78jxe76kn8pxosr,"",,false,,50,,1681289868338
mm9kajxzmf8npp7hzjyjq3ez1c,1665647438489,1665647438489,0,dkhmcuy1rtbe9e413ysj641uqa,O,times_38期生_masaki_yuna,times_38_masaki_yuna,"","",1681289876008,58,0,weg6gyxqhpbcjry831tz696zde,"",,false,,57,,1681289876008
xaxz7x66dpf9j89u8gyz6wsauw,1666092985176,1666093135052,0,dkhmcuy1rtbe9e413ysj641uqa,O,times_38期生_masamura_tomonori,times-38-masamura-tomonori,"","",1682080702953,45,0,otetsj3w67r1iq1g6p5wfsdhwy,"",,false,,45,,1682080702953
g6jg77b71i855czkzhg5ne7sjr,1665107398484,1665107398484,0,dkhmcuy1rtbe9e413ysj641uqa,O,times_38期生_matsumoto_takuya,times_38_matsumoto_takuya,"","",1681024948604,184,0,mq63rk7y7pnitniuwwe5tpeyxw,"",,false,,182,,1681024948604
8kmwtp9gx3gmjqdw17rhbeezho,1665647250359,1665647250359,0,dkhmcuy1rtbe9e413ysj641uqa,O,times_38期生_monobe_makoto,times_38_monobe_makoto,"","",1681289892266,40,0,mdmghj5ccjrbzno8erypa3crje,,,,,40,,1681289892266
uj5qu54kzfy1m8r18649yiwg7y,1665014715235,1665014771699,0,dkhmcuy1rtbe9e413ysj641uqa,O,times_38期生_murai_misaki,times-38-murai-misaki,"","",1681391745503,19,0,a3exym7ikjyxub3cikawhp8dky,"",,false,,17,,1681391745503
jzjs5xtekfgbud44ychwufa7ko,1666124428810,1666124428810,0,dkhmcuy1rtbe9e413ysj641uqa,O,times_38期生_naito_kayoko,times_38_naito_kayoko,"","",1680657800339,3,0,rno9n6e5rprziejp6yohiiko4c,"",,false,,3,,1680657800339
8idzhjrq3p88fcmmaxrajanceh,1666673457389,1666673457389,0,dkhmcuy1rtbe9e413ysj641uqa,O,times_38期生_nakai_yuka,times_38_nakai_yuka,"","",1679673434348,9,0,m7ktza4tmby9xen8swgjotp85e,,,,,9,,1679673434348
u3wkfsz1rbnjjepeaowzkpa8jo,1666038343635,1666038343635,0,dkhmcuy1rtbe9e413ysj641uqa,O,times_38期生_noda_kayano,times_38_noda_kayano,"","",1680656910262,1,0,uqobxfy7y7drxpsj3t5o171hch,"",,false,,1,,1680656910262
cz8kydp8jpr3mbf8ypp5fqy1pa,1666957211753,1666957377194,0,dkhmcuy1rtbe9e413ysj641uqa,O,times_38期生_ohwaki_tomoyuki,times_38_ohwaki,"","",1680656889564,1,0,w4r74ba7wtnatqdps4g5i7pnsw,"",,false,,1,,1680656889564
j45ergz3tpr99mg6dn4s73b37o,1665208858591,1665208858591,0,dkhmcuy1rtbe9e413ysj641uqa,O,times_38期生_okajima_yuma,times_38_okajima_yuma,"","",1681025119689,102,0,g4ue1qzezpdzddrrjtc5sbafhw,"",,false,,100,,1681025119689
by8gx7gsh7baimcd1s49i5fx1c,1666935344234,1666935344234,0,dkhmcuy1rtbe9e413ysj641uqa,O,times_38期生_sako_toyohiro,times_38_sako_toyohiro,"","",1678246758650,54,0,5as8pw11138riqdmmgwm5bey3e,"",,false,,52,,1678246758650
